row_idx,internal_id,title,ft_decision_primary,ft_decision_verifier,verifier_model,raw
259,3d8d9d1b,Memetic Algorithms for Mining Change Logs in Process Choreographies,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impedindo avaliação definitiva. O título menciona 'change logs' e 'process choreographies' com algoritmos meméticos, o que sugere possível relevância para process mining (IC1/IC4), mas 'choreographies' tipicamente refere-se a processos inter-organizacionais, não necessariamente de desenvolvimento de software."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": "
260,f5bf42f9,Flexible and sound: Synthesis Miner,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título 'Flexible and sound: Synthesis Miner' sugere uma ferramenta de process mining (síntese/descoberta de modelos), o que pode ser relevante para IC1 ou IC3, mas não há informação suficiente para confirmar aplicação a processos de software."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ""l"
261,5ebd8d5e,On the Systematic Conformance Check of Software Artefacts,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, mas o título menciona 'conformance check' e 'software artefacts', o que sugere potencial relevância para IC1 (process mining/conformance em SW). Sem o texto completo ou resumo, não é possível confirmar ou excluir com confiança."",
  ""matched_ic"": [""IC1""],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""software_process"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""software_development_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unc"
257,aa9ab6c9,"Process Querying: Methods, Techniques, and Applications",pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impossibilitando avaliação criteriosa. O título 'Process Querying: Methods, Techniques, and Applications' sugere relevância marginal ao escopo de process mining, mas não é possível confirmar aplicação a processos de desenvolvimento de software sem o texto completo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"""
263,cd8195f3,Predictive Business Process Monitoring with LSTM Neural Networks,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impossibilitando confirmação do domínio de aplicação. O título sugere Predictive Business Process Monitoring com LSTM, que pode ser relevante para IC3 (forecasting de métricas de processo) se aplicado a processos de software, mas processos de negócio genéricos não são necessariamente processos de desenvolvimento de software — requer verificação do texto completo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""forecasting"", ""remaining_time"", ""insufficient_abstract"", ""full_text_required"""
262,18decf22,Predictive Process Monitoring in Apromore,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impossibilitando avaliação de conteúdo. O título 'Predictive Process Monitoring in Apromore' sugere relevância potencial (PPM é uma técnica de process mining com forecasting), mas sem evidência de aplicação a processos de desenvolvimento de software, não é possível confirmar nenhum IC com confiança."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""forecasting"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_t"
265,aaa59947,Hybrid Project Management,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título 'Hybrid Project Management' é ambíguo — pode referir-se a gerenciamento de projetos de software combinando métodos ágeis e tradicionais, o que poderia ser relevante (IC3/IC4), mas sem conteúdo disponível não é possível confirmar nenhum IC nem EC com confiança suficiente para inclusão ou exclusão definitiva."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""unclea"
266,ae9cd129,Transformer Models for&#xa0;Activity Mining in&#xa0;Knowledge-Intensive Processes,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impossibilitando avaliação dos critérios de inclusão/exclusão. O título menciona 'activity mining' em 'knowledge-intensive processes', o que pode ter relevância marginal para process mining (IC1), mas sem contexto sobre aplicação a software não é possível confirmar nenhum IC com confiança."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_d"
267,97b1d728,Advancing Business Process Science via&#xa0;the&#xa0;Co-evolution of&#xa0;Substantive and&#xa0;Methodological Knowledge,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título sugere avanço em ciência de processos de negócio via co-evolução de conhecimento substantivo e metodológico, o que tem relevância marginal para process mining e modelagem de processos, mas não é possível determinar com confiança se o foco é em processos de software ou métodos estocásticos sem o texto completo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""fore"
264,5cfcbc53,Exploiting Event Log Event Attributes in RNN Based Prediction,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título sugere uso de RNN para predição baseada em atributos de event logs, o que é potencialmente relevante para IC3 (forecasting de métricas de processo) e IC1 (process mining), mas não é possível confirmar o domínio de aplicação (software vs. outros) sem o texto completo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""forecasting"", ""event_log"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""uncl"
269,e2ba4734,Intelligent Service Management—Technologies and Perspectives,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O resumo está ausente e o título 'Intelligent Service Management—Technologies and Perspectives' sugere foco em gerenciamento de serviços de TI genérico, sem evidência de intersecção com process mining, modelagem estocástica ou processos de desenvolvimento de software. O contexto é insuficiente para justificar inclusão ou status pending."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_s"
268,e53ead20,Automatic Generation of a Data-Centered View of Business Processes,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título sugere geração automática de visão centrada em dados de processos de negócio, o que pode envolver process mining ou modelagem de processos, mas não há indicação clara de aplicação a software development processes. Relevância marginal para o escopo PATHCAST, justificando pending."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_da"
270,8969e44e,Software Evolution,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo está ausente e o título 'Software Evolution' é extremamente genérico, podendo abranger tópicos como process mining em repositórios de software ou simplesmente evolução de código/arquitetura sem relação com o escopo da SLR; não há evidência suficiente para incluir ou excluir com confiança."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  ""confi"
271,6b73d5d4,Verification of workflow nets with transition conditions,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica um trabalho sobre verificação formal de workflow nets com condições de transição, que é um tema de métodos formais/teoria, sem indicação de aplicação a processos de desenvolvimento de software. O abstract está ausente e o título não sugere relevância suficiente para os ICs da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC3""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""medium""
}
```"
272,c5db8afb,Modeling Microservice Conversations with RESTalk,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica um trabalho sobre modelagem de conversações entre microsserviços usando RESTalk, que se enquadra em modelagem de APIs/protocolos de comunicação, não em process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo, ou mineração de repositórios. O software é o objeto de estudo (EC2), mas o foco é no design/modelagem de interações entre serviços, sem relação com os critérios de inclusão da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evidence_tags"": [],
  ""software_context"": ""not"
274,4f1abd06,Beyond Process Mining: From the Past to Present and Future,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impossibilitando avaliação definitiva. O título sugere relevância ao process mining (IC1/IC3), mas sem conteúdo verificável não é possível confirmar aplicação a processos de software ou modelagem estocástica."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""unclear"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ""low""
}
```"
273,198cbee8,Design of explanation user interfaces for interactive machine learning using the example of a knowledge graph-based approach to explainable process analysis,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impossibilitando avaliação precisa dos critérios de inclusão/exclusão. O título menciona 'explainable process analysis' e 'knowledge graph', o que poderia tangenciar process mining, mas não há evidência suficiente de aplicação a processos de desenvolvimento de software ou modelagem estocástica."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": "
